shippingCode,paymentCode,orderID,phone,sku,email
personalPick,CCPP,1106041771,7777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
personalPick,BT,1115995871,7777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
personalPick,CCPP,1103104486,7777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
post,CCIN,1110144490,7777777777,"[{quantity:2,sku_id:EB-P1100BSEGWW}]",swatestac135@gmail.com
post,COD,1150364870,7777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
myHome,BT,1105389891,7777777777,"[{quantity:1,sku_id:RS68N8671S9/EF}]",swatestac135@gmail.com
messenger,BT,1115429980,7777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
messenger,COD,1136517880,7777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
myQLEDmyHome,BT,1103047880,7777777777,"[{quantity:1,sku_id:RS68N8671S9/EF}]",swatestac135@gmail.com
gw,COD,1105181770,7777777777,"[{quantity:1,sku_id:EF-ZG975CWEGWW}]",swatestac135@gmail.com
gw,BT,1113650446,7777777777,"[{quantity:1,sku_id:EF-ZG975CWEGWW}]",swatestac135@gmail.com
myQLED,BT,1105130946,7777777777,"[{quantity:1,sku_id:RS68N8671S9/EF}]",swatestac135@gmail.com
post,BT,1100170790,7777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
post,CCIN,1116105473,7777777777,"[{quantity:2,sku_id:EB-P1100BSEGWW}]",swatestac135@gmail.com
post,COD,1116580986,7777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
myHome,BT,1150310873,7777777777,"[{quantity:1,sku_id:RS68N8671S9/EF}]",swatestac135@gmail.com
messenger,BT,1135066880,7777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
messenger,COD,1100220976,7777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
myQLEDmyHome,BT,1113215986,7777777777,"[{quantity:1,sku_id:RS68N8671S9/EF}]",swatestac135@gmail.com
