shippingCode,paymentCode,orderID,phone,sku,email
myHome,BT,1115250710,7777777777,"[{quantity:1,sku_id:RS68N8671S9/EF}]",swatestac135@gmail.com
messenger,COD,1110034936,7777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW},{quantity:1,sku_id:EB-P1100BSEGWW}]",swatestac135@gmail.com
myQLED,BT,1136200410,7777777777,"[{quantity:1,sku_id:EF-ZG975CWEGWW},{quantity:1,sku_id:RS68N8671S9/EF}]",swatestac135@gmail.com
messenger,BT,1100753213,7777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
gw,COD,1106786713,7777777777,"[{quantity:1,sku_id:HW-NW700/EN},{quantity:1,sku_id:LC27FG73FQUXEN}]",swatestac135@gmail.com
gw,BT,1110760401,7777777777,"[{quantity:1,sku_id:HW-NW700/EN},{quantity:1,sku_id:LC27FG73FQUXEN}]",swatestac135@gmail.com
messenger,COD,1113300903,7777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
post,BT,1115522916,7777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW},{quantity:1,sku_id:EB-P1100BSEGWW}]",swatestac135@gmail.com
myQLEDmyHome,BT,1150455766,7777777777,"[{quantity:1,sku_id:RS68N8671S9/EF}]",swatestac135@gmail.com
gw,COD,1133635903,7777777777,"[{quantity:1,sku_id:EF-ZG975CWEGWW},{quantity:1,sku_id:RS68N8671S9/EF}]",swatestac135@gmail.com
post,CCIN,,,"[{quantity:1,sku_id:EF-AJ330TFEGWW},{quantity:1,sku_id:EB-P1100BSEGWW}]",
gw,BT,1100720901,7777777777,"[{quantity:1,sku_id:EF-ZG975CWEGWW},{quantity:1,sku_id:RS68N8671S9/EF}]",swatestac135@gmail.com
gw,COD,1115182236,7777777777,"[{quantity:1,sku_id:EF-ZG975CWEGWW}]",swatestac135@gmail.com
gw,BT,1133759411,7777777777,"[{quantity:1,sku_id:EF-ZG975CWEGWW}]",swatestac135@gmail.com
myQLED,BT,1130432200,7777777777,"[{quantity:1,sku_id:RS68N8671S9/EF}]",swatestac135@gmail.com
post,BT,1113987430,7777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
post,CCIN,,,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",
post,COD,1150919416,7777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
post,COD,1113717761,7777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW},{quantity:1,sku_id:EB-P1100BSEGWW}]",swatestac135@gmail.com
messenger,BT,1116724413,7777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW},{quantity:1,sku_id:EB-P1100BSEGWW}]",swatestac135@gmail.com
myHome,BT,1150385916,7777777777,"[{quantity:1,sku_id:EF-ZG975CWEGWW},{quantity:1,sku_id:RS68N8671S9/EF}]",swatestac135@gmail.com
