shippingCode,paymentCode,orderID,phone,sku,email
GW,COD,6106372971,777777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
GW,BT,6136708881,777777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
GW,CCIN,,,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",
GW,COD,6106478480,777777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
GW,BT,6135554470,777777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
personal_pick,CCPP,6100778480,777777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
personal_pick,BT,6156979876,777777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
personal_pick,CCPP,6115439921,777777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
GW,CCIN,,,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",
GW,COD,6116040740,777777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
GW,BT,6150569420,777777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
GW,CCIN,,,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",
GW,COD,6105422483,777777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
GW,BT,6106618481,777777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
GW,CCIN,,,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",
GW,COD,6103929776,777777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
GW,BT,6115302983,777777777777,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",swatestac135@gmail.com
GW,CCIN,,,"[{quantity:1,sku_id:EF-AJ330TFEGWW}]",
